model,seed,regime,condition,phase,cumulative_target_tokens,alignment_accuracy,alignment_margin_mean,alignment_margin_median,chosen_mean_logp,rejected_mean_logp,alignment_pairs,shift_nll,shift_perplexity,shift_eval_tokens,l2_drift,relative_l2_drift,control_alignment_loss_pre,phase_train_loss,phase_target_tokens_actual,raw_first_order_alignment_change,constructed_first_order_alignment_change,post_first_order_alignment_change,raw_update_alignment_descent_cosine,post_update_alignment_descent_cosine,raw_update_norm,post_update_norm,retained_update_norm_ratio,intervention_norm,coordinate_killed_fraction,positive_coordinate_risk_fraction,positive_coordinate_risk_sum,negative_coordinate_risk_abs_sum,global_projection_activated,counterfactual_cm_update_norm,counterfactual_cm_retained_norm_ratio,counterfactual_cm_killed_fraction,norm_match_abs_error_after_bf16,norm_match_relative_error_after_bf16,norm_match_rounding_bound,norm_match_direction_cosine_raw_vs_post,alignment_accuracy_change,alignment_margin_mean_change,shift_nll_improvement
Qwen3-8B,44,benign,norm_matched,5,4096000,0.4941380620002746,-0.0224224738776683,-0.0069270133972167,-2.162224769592285,-2.1398022174835205,2303,2.498335378011385,12.162231582659196,577662,5.428832530975342,0.1948609203100204,0.76687141045928,2.500589320752188,819200.0,0.0006759312236681,0.0004761691670864,0.0004761691088788,-0.0047566136345267,-0.0047566136345267,1.1420818567276,0.8045554161071777,0.7044638991355896,0.3375264108181,0.0,0.498955637216568,0.0174397304654121,0.016763798892498,0.0,0.8045554161071777,0.7044638991355896,0.498955637216568,0.0,0.0,0.1113267865148373,0.9999999403953552,0.003907948732376099,-0.008246136829257001,0.21194712276058425
Qwen3-8B,44,benign,norm_matched,6,4915200,0.4924012124538421,-0.0239547584205865,-0.0138635635375976,-2.162052869796753,-2.1380980014801025,2303,2.4944437207793007,12.114992325280914,577662,5.809872150421143,0.2085378468036651,0.767381699681282,2.4954541700737902,819200.0,0.0011049001477658,0.0007788902730681,0.0007788902730681,-0.0078608905896544,-0.007860891520977,1.0483602285385132,0.7390328645706177,0.7049417495727539,0.3093273341655731,0.0,0.4997941553592682,0.0177032649517059,0.0165983662009239,0.0,0.7390328645706177,0.7049417495727539,0.4997941553592682,0.0,0.0,0.1116533185595471,1.0,0.0021710991859436035,-0.0097784213721752,0.21583877999266843
Qwen3-8B,44,conflict,norm_matched,0,0,0.4902301132678985,-0.0141763370484113,-0.0177756547927856,-2.3098390102386475,-2.295662879943848,2303,2.2610130465675264,9.59280220139859,109575,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,44,conflict,norm_matched,1,819200,0.491098552942276,-0.0147429201751947,-0.0116608142852783,-1.9218906164169312,-1.9071476459503172,2303,1.9479640989066425,7.014392424558656,109575,4.766653537750244,0.1710928678512573,0.7721591664105654,1.966483462511824,819200.0,-0.0422949753701686,-0.0372313931584358,-0.0372313931584358,0.0691460445523262,0.0691460371017456,5.414932727813721,4.766653537750244,0.8802793622016907,0.6482795476913452,0.0,0.357308566570282,0.0490300357341766,0.0913250148296356,0.0,4.766653060913086,0.8802793025970459,0.357308566570282,4.76837158203125e-07,1.0003605299349885e-07,0.1113708782177127,1.0000001192092896,0.0008684396743774969,-0.0005665831267834005,0.313048947660884
Qwen3-8B,44,conflict,norm_matched,2,1638400,0.4919669926166534,-0.0154760191217064,-0.0114930868148803,-1.9019184112548828,-1.8864426612854004,2303,1.926895109433821,6.868152240512834,109575,6.554665565490723,0.2352712452411651,0.7631613642722368,1.921273234100372,819200.0,-0.0032420048955827,-0.0025436307769268,-0.0025436310097575,0.0048320600762963,0.0048320600762963,2.9669907093048096,2.327858686447144,0.7845857739448547,0.6391319632530212,0.0,0.4579807221889496,0.0552533753216266,0.0584953799843788,0.0,2.327858686447144,0.7845857739448547,0.4579807221889496,0.0,0.0,0.113102053393959,0.9999999403953552,0.0017368793487548828,-0.0012996820732951008,0.3341179371337055
Qwen3-8B,44,conflict,norm_matched,3,2457600,0.4937038421630859,-0.0161619707942008,-0.0081404447555542,-1.893417239189148,-1.8772549629211424,2303,1.9176295310004563,6.804808747461867,109575,7.72479772567749,0.2772716283798218,0.762382407784462,1.9108910284991725,819200.0,-0.0009517088765278,-0.0007043615332804,-0.0007043615914881,0.0013639647513628,0.0013639647513628,2.3633430004119877,1.7491148710250854,0.7401019930839539,0.6142281293869019,0.0,0.4796944856643677,0.0581136606633663,0.0590653717517852,0.0,1.7491148710250854,0.7401019930839539,0.4796944856643677,0.0,0.0,0.1144487474302877,1.0,0.003473728895187378,-0.0019856337457895,0.34338351556707014
Qwen3-8B,44,conflict,norm_matched,4,3276800,0.491098552942276,-0.0166480541229248,-0.0071804523468017,-1.8882482051849363,-1.8716000318527224,2303,1.910317799461342,6.755235267569142,109575,8.688295364379883,0.311855137348175,0.7624751501530409,1.9036059628456128,819200.0,-0.0019157882779836,-0.0013902334030717,-0.0013902334030717,0.0024668655823916,0.0024668655823916,2.1205358505249023,1.5388128757476809,0.7256717085838318,0.5817229747772217,0.0,0.4866589605808258,0.0627219006419181,0.0646376833319664,0.0,1.5388128757476809,0.7256717085838318,0.4866589605808258,0.0,0.0,0.1156830020336201,1.0000001192092896,0.0008684396743774969,-0.0024717170745135013,0.3506952471061844
Qwen3-8B,44,conflict,norm_matched,5,4096000,0.4924012124538421,-0.0166327040642499,-0.0067359209060668,-1.887165188789368,-1.870532274246216,2303,1.9059455271744168,6.725764014737666,109575,9.447068214416504,0.3390902876853943,0.7626581245660782,1.896076722372818,819200.0,0.0002759170602075,0.0001970495213754,0.0001970494049601,-0.0003291556204203,-0.0003291553584858,1.8679790496826167,1.3340401649475098,0.714162290096283,0.5339388251304626,0.0,0.4935383796691894,0.0667248740792274,0.0664489567279815,0.0,1.3340401649475098,0.714162290096283,0.4935383796691894,0.0,0.0,0.116732801998296,1.0,0.0021710991859436035,-0.0024563670158385988,0.35506751939310965
Qwen3-8B,44,conflict,norm_matched,6,4915200,0.4937038421630859,-0.0178435537964105,-0.0084156990051269,-1.8876956701278689,-1.869852066040039,2303,1.902450468362316,6.702298105203985,109575,10.174665451049805,0.3652064502239227,0.7636628650873899,1.889729561671993,819200.0,-0.0006449386128224,-0.0004564224509522,-0.0004564223927445,0.0006740965764038,0.0006740965181961,1.8187520503997805,1.287129044532776,0.7076990008354187,0.5316229462623596,0.0,0.498502254486084,0.07254159450531,0.0731865316629409,0.0,1.2871291637420654,0.7076990604400635,0.498502254486084,1.1920928955078125e-07,9.261641559282565e-08,0.11780396575341,1.0,0.003473728895187378,-0.0036672167479992017,0.3585625782052104
Qwen3-8B,45,benign,norm_matched,0,0,0.4906643331050873,-0.0139301596209406,-0.0139317512512207,-2.3083384037017822,-2.2944083213806152,2303,2.708396561335284,15.005196303340574,577662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,45,benign,norm_matched,1,819200,0.4941380620002746,-0.0128897689282894,-0.0102603435516357,-2.211732864379883,-2.198843002319336,2303,2.568480972383072,13.045992159475958,577662,2.1329941749572754,0.0765274688601493,0.770182067155838,2.575757404840551,819200.0,-0.0173162724822759,-0.0132663818076252,-0.0132663818076252,0.0553357154130935,0.0553357154130935,2.784143447875977,2.1329941749572754,0.7661222219467163,0.6511491537094116,0.0,0.4599524736404419,0.0395685359835624,0.0568848028779029,0.0,2.1329944133758545,0.7661222815513611,0.4599524736404419,2.384185791015625e-07,1.1177646673917978e-07,0.1094033372246485,1.0000001192092896,0.0034737288951873224,0.0010403906926512007,0.13991558895221212
Qwen3-8B,45,benign,norm_matched,2,1638400,0.4932696223258972,-0.0157076381146907,-0.0097244977951049,-2.186744213104248,-2.171036720275879,2303,2.5291310428665463,12.542602416079916,577662,3.408933401107788,0.1223055571317672,0.7621550484746694,2.515421970705793,819200.0,0.0002845180861186,0.0002124084567185,0.0002124084421666,-0.0016794357215985,-0.0016794357215985,1.9826207160949707,1.4801356792449951,0.7465551495552063,0.5024850368499756,0.0,0.4790949523448944,0.0217408649623394,0.0214563459157943,0.0,1.4801356792449951,0.7465551495552063,0.4790949523448944,0.0,0.0,0.1099890748118923,1.0000001192092896,0.0026052892208099365,-0.0017774784937501006,0.17926551846873773
Qwen3-8B,45,benign,norm_matched,3,2457600,0.4928354322910309,-0.018659858033061,-0.0099866390228271,-2.175302028656006,-2.156642436981201,2303,2.5127180587572187,12.338421078076273,577662,4.291969299316406,0.1539870798587799,0.7633463609963655,2.4899997286539293,819200.0,0.0012561525218188,0.0009048075298778,0.0009048075880855,-0.0081096980720758,-0.0081096980720758,1.610459566116333,1.160015106201172,0.7203006744384766,0.4504443407058716,0.0,0.4907651245594024,0.018364192917943,0.0171080399304628,0.0,1.1600152254104614,0.7203007340431213,0.4907651245594024,1.1920928955078125e-07,1.0276528009242298e-07,0.1105280893571034,1.0000001192092896,0.0021710991859436035,-0.0047296984121203995,0.1956785025780654
Qwen3-8B,45,benign,norm_matched,4,3276800,0.4932696223258972,-0.0204858314245939,-0.0106699466705322,-2.1653072834014893,-2.1448214054107666,2303,2.5038762411696847,12.2298078861944,577662,4.914520740509033,0.1763229519128799,0.7647032225877046,2.4858603979469627,819200.0,0.0010234008077532,0.0007321654702536,0.0007321655284613,-0.0070619946345686,-0.0070619951002299,1.3311656713485718,0.9523478150367736,0.7154239416122437,0.3788178861141205,0.0,0.4936217963695526,0.0172875151038169,0.0162641108036041,0.0,0.9523478150367736,0.7154239416122437,0.4936217963695526,0.0,0.0,0.1109745821413525,1.0,0.0026052892208099365,-0.006555671803653301,0.2045203201655994
Qwen3-8B,45,benign,norm_matched,5,4096000,0.4924012124538421,-0.0216461364179849,-0.0099196434020996,-2.1585865020751958,-2.1369402408599854,2303,2.498160802389092,12.160108538833418,577662,5.4052348136901855,0.1939287781715393,0.765513195246458,2.4929469783420792,819200.0,0.0006665087421424,0.0004752893582917,0.0004752893291879,-0.0047473120503127,-0.0047473120503127,1.16198992729187,0.8286184072494507,0.7131029367446899,0.333371490240097,0.0,0.4953101575374603,0.0173538140952587,0.0166873056441545,0.0,0.8286184072494507,0.7131029367446899,0.4953101575374603,0.0,0.0,0.1113628649327438,1.0000001192092896,0.0017368793487548273,-0.0077159767970443,0.21023575894619206
Qwen3-8B,45,benign,norm_matched,6,4915200,0.4932696223258972,-0.0222404245287179,-0.0121066570281982,-2.1530661582946777,-2.1308257579803467,2303,2.494052694782481,12.110255974408966,577662,5.800844192504883,0.208122432231903,0.7663085961341858,2.481024453539576,819200.0,0.0006626055110245,0.0004631096671801,0.0004631097253877,-0.0046545537188649,-0.0046545537188649,1.0825713872909546,0.7566332221031189,0.6989222168922424,0.3259381949901581,0.0,0.4989332854747772,0.017601404339075,0.0169388018548488,0.0,0.7566332221031189,0.6989222168922424,0.4989332854747772,0.0,0.0,0.1117012193681148,0.9999999403953552,0.0026052892208099365,-0.0083102649077773,0.21434386655280324
Qwen3-8B,45,conflict,norm_matched,0,0,0.4906643331050873,-0.0139301596209406,-0.0139317512512207,-2.3083384037017822,-2.2944083213806152,2303,2.266218764705253,9.642869831728428,109575,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,45,conflict,norm_matched,1,819200,0.4924012124538421,-0.0136814750730991,-0.0094529390335083,-1.9193434715271,-1.9056618213653564,2303,1.9470956801758927,7.008303638982717,109575,4.748292922973633,0.1703590452671051,0.770182067155838,1.9664237521130417,819200.0,-0.0433509387075901,-0.0383660048246383,-0.0383660048246383,0.071887232363224,0.0718872398138046,5.365243911743164,4.748292922973633,0.8850097060203552,0.6169509887695312,0.0,0.3570134937763214,0.0482560098171234,0.0916069522500038,0.0,4.748292922973633,0.8850097060203552,0.3570134937763214,0.0,0.0,0.1114148208362166,1.0000001192092896,0.0017368793487548273,0.00024868454784150035,0.31912308452936045
Qwen3-8B,45,conflict,norm_matched,2,1638400,0.4963091611862182,-0.0154259279370307,-0.0057810544967651,-1.9003267288208008,-1.884900689125061,2303,1.926205324437992,6.863416325717524,109575,6.560716152191162,0.2353850752115249,0.7630342936515808,1.9211950717831496,819200.0,-0.0027936268597841,-0.0022173072211444,-0.0022173069883137,0.0041563436388969,0.0041563431732356,2.9829320907592773,2.36755919456482,0.7937020063400269,0.615372896194458,0.0,0.4561734497547149,0.0562221631407737,0.0590157881379127,0.0,2.36755919456482,0.7937020063400269,0.4561734497547149,0.0,0.0,0.113176461403782,1.0,0.005644828081130926,-0.0014957683160901,0.3400134402672612
Qwen3-8B,45,conflict,norm_matched,3,2457600,0.4945722818374634,-0.0141947465017437,-0.0082263946533203,-1.8910354375839236,-1.8768407106399536,2303,1.9167133201966404,6.79857696341941,109575,7.732402324676514,0.2774227857589721,0.7627155628055334,1.9187817076915237,819200.0,-0.0035219325218349,-0.0026420110370963,-0.002642011269927,0.0049858554266393,0.0049858558923006,2.3530473709106445,1.7651607990264893,0.750159502029419,0.5878865122795105,0.0,0.4746463596820831,0.0574262961745262,0.0609482303261756,0.0,1.7651607990264893,0.750159502029419,0.4746463596820831,0.0,0.0,0.1145299685958889,1.0000001192092896,0.003907948732376099,-0.00026458688080309954,0.34950544450861276
Qwen3-8B,45,conflict,norm_matched,4,3276800,0.4915327727794647,-0.0147821949794888,-0.0088045001029968,-1.8871923685073853,-1.8724101781845093,2303,1.910069851623995,6.75356052922623,109575,8.666479110717773,0.3109355568885803,0.7610438549518586,1.9051396083272996,819200.0,-0.0015100566670298,-0.0010932082077488,-0.0010932080913335,0.00191710004583,0.0019170998129993,2.1028361320495605,1.5223519802093506,0.7239518165588379,0.5804840922355652,0.0,0.4890117347240448,0.0641242265701294,0.0656342804431915,0.0,1.52235209941864,0.7239518165588379,0.4890117347240448,1.1920928955078125e-07,7.830599083898214e-08,0.1157196097010455,1.0000001192092896,0.0008684396743774414,-0.0008520353585481991,0.3561489130812583
Qwen3-8B,45,conflict,norm_matched,5,4096000,0.4919669926166534,-0.0164331495761871,-0.0137512683868408,-1.8885148763656616,-1.8720818758010864,2303,1.9050186422505988,6.719532893683435,109575,9.458581924438477,0.3393545746803283,0.76088551774621,1.895627288914548,819200.0,0.0006097701843827,0.0004342292086221,0.0004342291795182,-0.0007163934642449,-0.0007163935224525,1.910643577575684,1.36060631275177,0.7121194005012512,0.5500373244285583,0.0,0.4954859614372253,0.0677042603492736,0.0670944824814796,0.0,1.3606061935424805,0.7121193408966064,0.4954859614372253,1.1920928955078125e-07,8.761483676654992e-08,0.1168132851962582,1.0,0.0013026595115661066,-0.002502989955246499,0.3612001224546544
Qwen3-8B,45,conflict,norm_matched,6,4915200,0.4924012124538421,-0.0183684099465608,-0.0120830535888671,-1.88911235332489,-1.870744109153748,2303,1.9020674761685772,6.6997316688435005,109575,10.164368629455566,0.3646767735481262,0.7624410218000413,1.8889420342574883,819200.0,0.000347265653545,0.0002433962217764,0.000243396134465,-0.0003683137183543,-0.000368313601939,1.792301058769226,1.2562121152877808,0.7008934617042542,0.5360890626907349,0.0,0.5016553997993469,0.0730637162923812,0.0727164596319198,0.0,1.2562119960784912,0.7008934020996094,0.5016553997993469,1.1920928955078125e-07,9.489583758387607e-08,0.1178527088886767,0.9999998807907104,0.0017368793487548273,-0.0044382503256202,0.364151288536676
Qwen3-8B,46,benign,norm_matched,0,0,0.4893617033958435,-0.0149322785437107,-0.0164408683776855,-2.3061788082122803,-2.2912466526031494,2303,2.7048524780710865,14.95211076359758,577662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,46,benign,norm_matched,1,819200,0.4950065016746521,-0.0148743875324726,-0.0119686126708984,-2.210546493530273,-2.195672035217285,2303,2.567038729503585,13.027190231910293,577662,2.118240594863892,0.0760135427117347,0.7711887056380511,2.581510090411466,819200.0,-0.0164694059640169,-0.0126240691170096,-0.0126240691170096,0.0521391257643699,0.0521391257643699,2.7634642124176025,2.118240594863892,0.766516387462616,0.6452234387397766,0.0,0.4604799449443817,0.0400193184614181,0.0564887225627899,0.0,2.1182408332824707,0.7665164470672607,0.4604799449443817,2.384185791015625e-07,1.1255499155499901e-07,0.1093830244790297,1.0,0.005644798278808594,5.789101123809988e-05,0.13781374856750173
Qwen3-8B,46,benign,norm_matched,2,1638400,0.4963091611862182,-0.0176933258771896,-0.0071170330047607,-2.1846795082092285,-2.1669862270355225,2303,2.5284847211961754,12.53449847949258,577662,3.4109575748443604,0.1224029809236526,0.7634638307988644,2.5225457352306693,819200.0,0.0006644994136877,0.000495295971632,0.0004952960298396,-0.0036430223844945,-0.0036430219188332,2.008418321609497,1.49700927734375,0.7453672885894775,0.5114091634750366,0.0,0.4797780811786651,0.0228731874376535,0.0222086887806653,0.0,1.4970091581344604,0.7453672289848328,0.4797780811786651,1.1920928955078125e-07,7.963163678927472e-08,0.1099779829346516,1.0000001192092896,0.0069474577903747,-0.0027610473334789016,0.17636775687491113
Qwen3-8B,46,benign,norm_matched,3,2457600,0.4954407215118408,-0.01994507946074,-0.0100238323211669,-2.172147274017334,-2.1522023677825928,2303,2.512327808719675,12.333606948205606,577662,4.315493106842041,0.1548624485731125,0.7650504641234874,2.500316648543812,819200.0,0.0013138859067112,0.000953045557253,0.000953045557253,-0.0079956613481044,-0.0079956613481044,1.6276631355285645,1.1806482076644895,0.7253639698028564,0.4470149278640747,0.0,0.4897623658180237,0.0189515352249145,0.0176376514136791,0.0,1.1806482076644895,0.7253639698028564,0.4897623658180237,0.0,0.0,0.1105340601861826,0.9999998211860656,0.0060790181159973145,-0.005012800917029299,0.19252466935141133
Qwen3-8B,46,benign,norm_matched,4,3276800,0.4932696223258972,-0.0215867608785629,-0.0141799449920654,-2.164430618286133,-2.142843723297119,2303,2.503455131958654,12.224658885666251,577662,4.954492568969727,0.1777930855751037,0.7663603661209345,2.5143127739679767,819200.0,0.0006832680664956,0.0004877849423792,0.0004877849423792,-0.0044380477629601,-0.0044380477629601,1.3428120613098145,0.958633303642273,0.7138998508453369,0.3841787278652191,0.0,0.4931609630584717,0.0178702510893344,0.0171869844198226,0.0,0.958633303642273,0.7138998508453369,0.4931609630584717,0.0,0.0,0.1109954614075832,1.0,0.003907918930053711,-0.0066544823348521995,0.20139734611243254
Qwen3-8B,46,benign,norm_matched,5,4096000,0.4928354322910309,-0.0232678074389696,-0.0152069330215454,-2.159196138381958,-2.1359283924102783,2303,2.497688757114888,12.15436977164938,577662,5.456921100616455,0.1958228498697281,0.76708366304636,2.487325894163223,819200.0,0.0013863525819033,0.0009986048098653,0.0009986048098653,-0.0089518940076231,-0.0089518930763006,1.1784731149673462,0.8488670587539673,0.7203109264373779,0.3296060562133789,0.0,0.4925920069217682,0.0192805491387844,0.017894197255373,0.0,0.8488670587539673,0.7203109264373779,0.4925920069217682,0.0,0.0,0.1113977283130225,1.0,0.003473728895187378,-0.008335528895258902,0.20716372095619873
Qwen3-8B,46,benign,norm_matched,6,4915200,0.4919669926166534,-0.0247680451720953,-0.01845383644104,-2.156439304351806,-2.13167142868042,2303,2.4938430403911584,12.107717272198226,577662,5.84528112411499,0.20975923538208,0.7682620391994714,2.493273078492493,819200.0,0.0002986528270412,0.0002122107252944,0.0002122107398463,-0.0020047321449965,-0.0020047323778271,1.063040256500244,0.7553538084030151,0.7105599045753479,0.3076864182949066,0.0,0.4961966872215271,0.0179618373513221,0.0176631845533847,0.0,0.7553538680076599,0.7105599641799927,0.4961966872215271,5.960464477539064e-08,7.89095645099499e-08,0.111731118238822,1.0000001192092896,0.002605289220809881,-0.009835766628384599,0.21100943767992808
Qwen3-8B,46,conflict,norm_matched,0,0,0.4893617033958435,-0.0149322785437107,-0.0164408683776855,-2.3061788082122803,-2.2912466526031494,2303,2.2643062624103427,9.624445445002523,109575,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,46,conflict,norm_matched,1,819200,0.4937038421630859,-0.01470279507339,-0.0098688602447509,-1.921626091003418,-1.9069232940673828,2303,1.9480321023476717,7.0148694435995385,109575,4.646932601928711,0.1667562276124954,0.7711887056380511,1.9622251344223327,819200.0,-0.042536161839962,-0.0377340912818908,-0.0377340912818908,0.0710406899452209,0.0710406899452209,5.23830509185791,4.646932601928711,0.8871061205863953,0.5913726091384888,0.0,0.3448644876480102,0.0479520969092845,0.0904882550239563,0.0,4.646932601928711,0.8871061205863953,0.3448644876480102,0.0,0.0,0.1113193844757916,1.0000001192092896,0.004342138767242376,0.00022948347032069986,0.31627416006267106
Qwen3-8B,46,conflict,norm_matched,2,1638400,0.4950065016746521,-0.0145137449726462,-0.0079827308654785,-1.9005815982818604,-1.8860679864883425,2303,1.9262355576588523,6.863623832035932,109575,6.528148651123047,0.2342640906572342,0.7636427727341651,1.9276403965477948,819200.0,-0.0035145804286003,-0.0028028725646436,-0.0028028725646436,0.0050984793342649,0.0050984793342649,3.0437636375427246,2.427396774291992,0.7974984645843506,0.6163667440414429,0.0,0.4528360068798065,0.0566472113132476,0.0601617917418479,0.0,2.427396774291992,0.7974984645843506,0.4528360068798065,0.0,0.0,0.1131257578090298,0.9999999403953552,0.005644798278808594,0.00041853357106449995,0.33807070475149037
Qwen3-8B,46,conflict,norm_matched,3,2457600,0.4945722818374634,-0.014249381609261,-0.0108792781829833,-1.892078757286072,-1.8778293132781985,2303,1.9168317966343689,6.7993824823162194,109575,7.7068915367126465,0.2765635550022125,0.7623389706015586,1.9063573106848344,819200.0,-0.0019968978594988,-0.001486764056608,-0.0014867642894387,0.0027772372122853,0.0027772379107773,2.3827476501464844,1.774043321609497,0.744536817073822,0.608704149723053,0.0,0.4788157939910888,0.058592677116394,0.0605895742774009,0.0,1.7740435600280762,0.7445368766784668,0.4788157939910888,2.384185791015625e-07,1.343927423618557e-07,0.1144769169222854,1.0,0.005210578441619873,0.0006828969344497005,0.34747446577597385
Qwen3-8B,46,conflict,norm_matched,4,3276800,0.4932696223258972,-0.0146191455423831,-0.0075342655181884,-1.8864513635635376,-1.8718323707580569,2303,1.910156071197489,6.754142843437709,109575,8.656582832336426,0.3106434345245361,0.7619813507050276,1.900460299281549,819200.0,-0.001418043510057,-0.0010266386670991,-0.0010266385506838,0.0017979416297748,0.0017979412805289,2.107942819595337,1.5261138677597046,0.723982572555542,0.5818291306495667,0.0,0.4868181943893432,0.0637092888355255,0.0651273280382156,0.0,1.526113748550415,0.7239825129508972,0.4868181943893432,1.1920928955078125e-07,7.81129779244913e-08,0.1156849774015427,1.0000001192092896,0.003907918930053711,0.00031313300132759965,0.35415019121285374
Qwen3-8B,46,conflict,norm_matched,5,4096000,0.4932696223258972,-0.0162153709679842,-0.0119403600692749,-1.887893319129944,-1.8716777563095093,2303,1.9050934396300336,6.720035515932088,109575,9.448362350463867,0.3390566110610962,0.7620477758347988,1.894759517965722,819200.0,-0.0004839313914999,-0.0003451801021583,-0.0003451801021583,0.0005625114426948,0.0005625113262794,1.911131262779236,1.363178014755249,0.7132833003997803,0.5479533076286316,0.0,0.4949221014976501,0.0682303011417388,0.0687142238020896,0.0,1.363178014755249,0.7132833003997803,0.4949221014976501,0.0,0.0,0.116777639123029,1.0,0.003907918930053711,-0.0012830924242734996,0.3592128227803091
Qwen3-8B,46,conflict,norm_matched,6,4915200,0.4954407215118408,-0.0174516309052705,-0.0065075159072875,-1.888037919998169,-1.8705861568450928,2303,1.9019944885379236,6.699242689147925,109575,10.178009033203123,0.3652401566505432,0.7627238214761018,1.8940426107950044,819200.0,0.0003220760263502,0.0002282394561916,0.0002282394270878,-0.0003273605834692,-0.0003273605834692,1.823743462562561,1.2923972606658936,0.7086508274078369,0.5313461422920227,0.0,0.4978412985801697,0.0747776478528976,0.0744555741548538,0.0,1.2923972606658936,0.7086508274078369,0.4978412985801697,0.0,0.0,0.1178504875315411,0.9999998807907104,0.0060790181159973145,-0.0025193523615598,0.3623117738724191
Qwen3-8B,47,benign,norm_matched,0,0,0.4902301132678985,-0.0127140562981367,-0.0175086259841918,-2.311107397079468,-2.298393487930298,2303,2.7104923647906345,15.036677222988375,577662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Qwen3-8B,47,benign,norm_matched,1,819200,0.4963091611862182,-0.0125878509134054,-0.0069251060485839,-2.2158279418945312,-2.203239917755127,2303,2.569339193485983,13.057193311100471,577662,2.1601786613464355,0.077539637684822,0.7710882298648357,2.5716450963084934,819200.0,-0.0180360227823257,-0.0138251669704914,-0.0138251669704914,0.0557997338473796,0.0557997375726699,2.8181240558624268,2.1601786613464355,0.7665306925773621,0.657945454120636,0.0,0.4596011936664581,0.0398556441068649,0.0578916631639003,0.0,2.1601786613464355,0.7665306925773621,0.4596011936664581,0.0,0.0,0.1093574490550963,1.0,0.006079047918319702,0.0001262053847313014,0.14115317130465144
Qwen3-8B,47,benign,norm_matched,2,1638400,0.4937038421630859,-0.0150600634515285,-0.0110700130462646,-2.188451051712036,-2.173390865325928,2303,2.5294553752480904,12.54667104795115,577662,3.464625358581543,0.1243627667427063,0.7623787557333708,2.521957647469244,819200.0,0.0002003201661864,0.0001495863543823,0.0001495863834861,-0.0011195481056347,-0.0011195483384653,2.026790142059326,1.5134779214859009,0.7467363476753235,0.5133122801780701,0.0,0.4787367582321167,0.022414393723011,0.0222140736877918,0.0,1.5134779214859009,0.7467363476753235,0.4787367582321167,0.0,0.0,0.1099597200991411,1.0000001192092896,0.003473728895187378,-0.0023460071533918,0.1810369895425441
Qwen3-8B,47,benign,norm_matched,3,2457600,0.4915327727794647,-0.0175319593399763,-0.0117475986480712,-2.1756484508514404,-2.158116340637207,2303,2.51270589699026,12.338271021986955,577662,4.36661958694458,0.1567398607730865,0.7634993191063404,2.509835912846611,819200.0,0.0012176444288343,0.0008891949546523,0.00088919501286,-0.0076336064375936,-0.0076336069032549,1.6182382106781006,1.1817318201065063,0.7302582859992981,0.4365063309669494,0.0,0.4893720149993896,0.0184045173227787,0.0171868726611137,0.0,1.1817318201065063,0.7302582859992981,0.4893720149993896,0.0,0.0,0.1105141126972739,1.0000001192092896,0.0013026595115662176,-0.0048179030418396,0.19778646780037468
Qwen3-8B,47,benign,norm_matched,4,3276800,0.4950065016746521,-0.0191423743963241,-0.0076465606689453,-2.167109966278076,-2.14796781539917,2303,2.503744214826317,12.228193335963022,577662,5.005667209625244,0.1796784847974777,0.7646102218329907,2.50270710527082,819200.0,0.000997956842184,0.0007106493576429,0.0007106493576429,-0.0066810776479542,-0.0066810781136155,1.3396060466766355,0.9539391994476318,0.7121042609214783,0.3856668770313263,0.0,0.4929744005203247,0.0174448937177658,0.0164469368755817,0.0,0.9539391994476318,0.7121042609214783,0.4929744005203247,0.0,0.0,0.1109788981339079,1.0000001192092896,0.0047763884067535956,-0.006428318098187398,0.20674814996431756
Qwen3-8B,47,benign,norm_matched,5,4096000,0.4950065016746521,-0.0209806319326162,-0.0133974552154541,-2.1623198986053467,-2.1413393020629883,2303,2.498130604217951,12.1597413313392,577662,5.484110832214356,0.196852222084999,0.7656236906349659,2.4909952362827608,819200.0,0.0012044908944517,0.0008470391039736,0.0008470390457659,-0.0082116946578025,-0.0082116946578025,1.1906466484069824,0.8373033404350281,0.7032341361045837,0.3533433675765991,0.0,0.4994844198226928,0.0176185127347707,0.0164140202105045,0.0,0.8373032808303833,0.703234076499939,0.4994844198226928,5.960464477539064e-08,7.11864459867858e-08,0.1113617840710503,1.0000001192092896,0.0047763884067535956,-0.008266575634479498,0.21236176057268352
