model,seed,regime,condition,phase,cumulative_target_tokens,alignment_accuracy,alignment_margin_mean,alignment_margin_median,chosen_mean_logp,rejected_mean_logp,alignment_pairs,shift_nll,shift_perplexity,shift_eval_tokens,l2_drift,relative_l2_drift,control_alignment_loss_pre,phase_train_loss,phase_target_tokens_actual,raw_first_order_alignment_change,constructed_first_order_alignment_change,post_first_order_alignment_change,raw_update_alignment_descent_cosine,post_update_alignment_descent_cosine,raw_update_norm,post_update_norm,retained_update_norm_ratio,intervention_norm,coordinate_killed_fraction,positive_coordinate_risk_fraction,positive_coordinate_risk_sum,global_projection_activated,bf16_quantization_bound,constraint_tolerance,alignment_accuracy_change,alignment_margin_mean_change,shift_nll_improvement,phase_alignment_accuracy_change,phase_alignment_margin_change,negative_coordinate_risk_abs_sum,counterfactual_cm_update_norm,counterfactual_cm_retained_norm_ratio,counterfactual_cm_killed_fraction,norm_match_abs_error_after_bf16,norm_match_relative_error_after_bf16,norm_match_rounding_bound,norm_match_direction_cosine_raw_vs_post
Qwen3-8B,48,conflict,coordinate_mortality,6,4915200,0.5636126399040222,0.115696907043457,0.0952262878417968,-2.4690747261047363,-2.5847716331481934,2303,2.6421324594625184,14.04311808073158,109575,9.380144119262695,0.3366480767726898,0.6958816163241863,1.9101597849634708,819200.0,0.0406732037663459,-0.0394614487886428,-0.0394614487886428,-0.0595114380121231,0.0895770043134689,2.153139591217041,1.387844204902649,0.6445676684379578,1.6461769342422483,0.5582558512687683,0.5582558512687683,0.0801346451044082,0.0,0.0021558545995503,0.0021568082738667,0.0681719183921814,0.1272133467718958,-0.3740810553559206,0.0334346294403076,0.0694103352725506,,,,,,,,
Qwen3-8B,48,conflict,global_projection,6,4915200,0.4932696223258972,-0.0165633149445056,-0.0122702121734619,-1.8861583471298216,-1.869594931602478,2303,1.8987374052848007,6.67745819419191,109575,11.354697227478027,0.407513678073883,0.763437587171793,1.8872716593102088,819200.0,-0.0016249204054474,-0.0016249204054474,-0.0016249204054474,0.0016311691142618,0.0016311691142618,1.67334246635437,1.67334246635437,1.0,0.0,0.0,0.495629221200943,0.0754911378026008,0.0,0.0047698081471025,0.004770761821419,-0.0021710991859436,-0.0050468752160668,0.369313998821797,0.0013026297092438,0.0005836226046085,,,,,,,,
Qwen3-8B,48,conflict,unconstrained,6,4915200,0.4924012124538421,-0.0161985289305448,-0.01425701379776,-1.885722041130066,-1.869523525238037,2303,1.899208286432488,6.680603223779482,109575,11.355259895324709,0.4075338840484619,0.7649553066492081,1.8873180582164784,819200.0,-0.003006630577147,-0.003006630577147,-0.003006630577147,0.0029370132833719,0.0029370132833719,1.6734323501586914,1.6734323501586914,1.0,0.0,0.0,0.4950391054153442,0.0769525617361068,0.0,0.0048978524282574,0.0048988287079509,-0.0030395090579987,-0.004682089202106,0.3688431176741098,0.0026053190231323,0.0025728978216647,,,,,,,,
Qwen3-8B,42,benign,norm_matched,6,4915200,0.4932696223258972,-0.0225903447717428,-0.0105476379394531,-2.149746894836426,-2.1271564960479736,2303,2.49360764410027,12.104867495887769,577662,5.85343074798584,0.2100540250539779,0.7660499531775713,2.47586642109236,819200.0,0.0009017151314765,0.0006355880759656,0.0006355880177579,-0.0063043306581676,-0.0063043306581676,1.093306541442871,0.7706342935562134,0.7048656940460205,0.3226722776889801,0.0,0.4981006383895874,0.0172630809247493,0.0,,,0.0034737288951874334,-0.0088467532768846,0.2143742067295622,,,0.016361366957426,0.7706342935562134,0.7048656940460205,0.4981006383895874,0.0,0.0,0.111723880192585,1.0000001192092896
Qwen3-8B,42,conflict,norm_matched,6,4915200,0.4937038421630859,-0.0172538142651319,-0.0107765197753906,-1.8875644207000728,-1.8703105449676516,2303,1.9023833528066536,6.701848291837345,109575,10.186328887939451,0.3655427992343902,0.7624669114500284,1.8889862660889047,819200.0,0.0003199905913788,0.00022711296333,0.0002271128614665,-0.0003321653057355,-0.0003321653348393,1.791101574897766,1.2712315320968628,0.7097484469413757,0.5198699831962585,0.0,0.4972487390041351,0.0731986612081527,0.0,,,0.003907948732376099,-0.0035102227702736976,0.36145017080374453,,,0.072878673672676,1.2712315320968628,0.7097484469413757,0.4972487390041351,0.0,0.0,0.1178195152533589,1.0
Qwen3-8B,43,benign,norm_matched,6,4915200,0.4889274835586548,-0.025171160697937,-0.0222904682159423,-2.155101537704468,-2.129930257797241,2303,2.494227052324716,12.112367672966434,577662,5.850047111511231,0.2099811136722564,0.7685135892778635,2.496104693643574,819200.0,0.0010372373508289,0.000732077518478,0.000732077518478,-0.0068324180319905,-0.0068324175663292,1.0815343856811523,0.7633422017097473,0.7057955861091614,0.318192183971405,0.0,0.4976652264595032,0.018814742565155,0.0,,,-0.0030395090579986017,-0.0101815471425653,0.21512959209656746,,,0.0177775043994188,0.7633422017097473,0.7057955861091614,0.4976652264595032,0.0,0.0,0.1116977084311656,1.0000001192092896
Qwen3-8B,43,conflict,norm_matched,6,4915200,0.4932696223258972,-0.0186734646558761,-0.0093417167663574,-1.889022707939148,-1.8703492879867556,2303,1.902018586214672,6.699404127277841,109575,10.158618927001951,0.36463263630867,0.7631758076697588,1.888972878143249,819200.0,0.0002775921020656,0.0001970167213585,0.0001970167504623,-0.0002958007389679,-0.0002958008262794,1.791358470916748,1.2713888883590698,0.7097344994544983,0.5199695825576782,0.0,0.4978304207324981,0.0733174383640289,0.0,,,0.00130262970924383,-0.0036838511005044,0.3493029403599488,,,0.0730398446321487,1.2713888883590698,0.7097344994544983,0.4978304207324981,0.0,0.0,0.117762430847506,1.0
Qwen3-8B,44,benign,norm_matched,6,4915200,0.4924012124538421,-0.0239547584205865,-0.0138635635375976,-2.162052869796753,-2.1380980014801025,2303,2.4944437207793007,12.114992325280914,577662,5.809872150421143,0.2085378468036651,0.767381699681282,2.4954541700737902,819200.0,0.0011049001477658,0.0007788902730681,0.0007788902730681,-0.0078608905896544,-0.007860891520977,1.0483602285385132,0.7390328645706177,0.7049417495727539,0.3093273341655731,0.0,0.4997941553592682,0.0177032649517059,0.0,,,0.0021710991859436035,-0.0097784213721752,0.21583877999266843,,,0.0165983662009239,0.7390328645706177,0.7049417495727539,0.4997941553592682,0.0,0.0,0.1116533185595471,1.0
Qwen3-8B,44,conflict,norm_matched,6,4915200,0.4937038421630859,-0.0178435537964105,-0.0084156990051269,-1.8876956701278689,-1.869852066040039,2303,1.902450468362316,6.702298105203985,109575,10.174665451049805,0.3652064502239227,0.7636628650873899,1.889729561671993,819200.0,-0.0006449386128224,-0.0004564224509522,-0.0004564223927445,0.0006740965764038,0.0006740965181961,1.8187520503997805,1.287129044532776,0.7076990008354187,0.5316229462623596,0.0,0.498502254486084,0.07254159450531,0.0,,,0.003473728895187378,-0.0036672167479992017,0.3585625782052104,,,0.0731865316629409,1.2871291637420654,0.7076990604400635,0.498502254486084,1.1920928955078125e-07,9.261641559282565e-08,0.11780396575341,1.0
Qwen3-8B,45,benign,norm_matched,6,4915200,0.4932696223258972,-0.0222404245287179,-0.0121066570281982,-2.1530661582946777,-2.1308257579803467,2303,2.494052694782481,12.110255974408966,577662,5.800844192504883,0.208122432231903,0.7663085961341858,2.481024453539576,819200.0,0.0006626055110245,0.0004631096671801,0.0004631097253877,-0.0046545537188649,-0.0046545537188649,1.0825713872909546,0.7566332221031189,0.6989222168922424,0.3259381949901581,0.0,0.4989332854747772,0.017601404339075,0.0,,,0.0026052892208099365,-0.0083102649077773,0.21434386655280324,,,0.0169388018548488,0.7566332221031189,0.6989222168922424,0.4989332854747772,0.0,0.0,0.1117012193681148,0.9999999403953552
Qwen3-8B,45,conflict,norm_matched,6,4915200,0.4924012124538421,-0.0183684099465608,-0.0120830535888671,-1.88911235332489,-1.870744109153748,2303,1.9020674761685772,6.6997316688435005,109575,10.164368629455566,0.3646767735481262,0.7624410218000413,1.8889420342574883,819200.0,0.000347265653545,0.0002433962217764,0.000243396134465,-0.0003683137183543,-0.000368313601939,1.792301058769226,1.2562121152877808,0.7008934617042542,0.5360890626907349,0.0,0.5016553997993469,0.0730637162923812,0.0,,,0.0017368793487548273,-0.0044382503256202,0.364151288536676,,,0.0727164596319198,1.2562119960784912,0.7008934020996094,0.5016553997993469,1.1920928955078125e-07,9.489583758387607e-08,0.1178527088886767,0.9999998807907104
Qwen3-8B,46,benign,norm_matched,6,4915200,0.4919669926166534,-0.0247680451720953,-0.01845383644104,-2.156439304351806,-2.13167142868042,2303,2.4938430403911584,12.107717272198226,577662,5.84528112411499,0.20975923538208,0.7682620391994714,2.493273078492493,819200.0,0.0002986528270412,0.0002122107252944,0.0002122107398463,-0.0020047321449965,-0.0020047323778271,1.063040256500244,0.7553538084030151,0.7105599045753479,0.3076864182949066,0.0,0.4961966872215271,0.0179618373513221,0.0,,,0.002605289220809881,-0.009835766628384599,0.21100943767992808,,,0.0176631845533847,0.7553538680076599,0.7105599641799927,0.4961966872215271,5.960464477539064e-08,7.89095645099499e-08,0.111731118238822,1.0000001192092896
Qwen3-8B,46,conflict,norm_matched,6,4915200,0.4954407215118408,-0.0174516309052705,-0.0065075159072875,-1.888037919998169,-1.8705861568450928,2303,1.9019944885379236,6.699242689147925,109575,10.178009033203123,0.3652401566505432,0.7627238214761018,1.8940426107950044,819200.0,0.0003220760263502,0.0002282394561916,0.0002282394270878,-0.0003273605834692,-0.0003273605834692,1.823743462562561,1.2923972606658936,0.7086508274078369,0.5313461422920227,0.0,0.4978412985801697,0.0747776478528976,0.0,,,0.0060790181159973145,-0.0025193523615598,0.3623117738724191,,,0.0744555741548538,1.2923972606658936,0.7086508274078369,0.4978412985801697,0.0,0.0,0.1178504875315411,0.9999998807907104
Qwen3-8B,47,benign,norm_matched,6,4915200,0.4954407215118408,-0.0214677564799785,-0.0112090110778808,-2.155745029449463,-2.13427734375,2303,2.493899862925357,12.10840528292406,577662,5.895581245422363,0.211621955037117,0.7667362415790557,2.5014548407928667,819200.0,-1.8307404388906438e-05,-1.2957172657479532e-05,-1.2957174476468936e-05,0.0001253241935046,0.0001253244117833,1.090961217880249,0.772132933139801,0.7077547311782837,0.3188283443450928,0.0,0.4955513775348663,0.0172754861414432,0.0,,,0.005210608243942316,-0.008753700181841798,0.21659250186527768,,,0.017293794080615,0.7721328735351562,0.7077546715736389,0.4955513775348663,5.960464477539064e-08,7.719480262832865e-08,0.1117193703903467,0.9999999403953552
Qwen3-8B,47,conflict,norm_matched,6,4915200,0.4945722818374634,-0.0174091886729002,-0.0104565620422363,-1.8887312412261963,-1.8713217973709104,2303,1.9021478336933888,6.700270064329087,109575,10.194761276245115,0.3659410774707794,0.7620121942460537,1.8898380890057889,819200.0,0.0014824329409748,0.0010409995447844,0.0010409995447844,-0.0015059284633025,-0.0015059285797178,1.794956088066101,1.260460615158081,0.7022236585617065,0.53449547290802,0.0,0.5022045373916626,0.0756798684597015,0.0,,,0.004342168569564875,-0.004695132374763499,0.36443264626379657,,,0.0741974264383316,1.260460615158081,0.7022236585617065,0.5022045373916626,0.0,0.0,0.1177793817405472,1.0000001192092896
Qwen3-8B,48,benign,norm_matched,6,4915200,0.4937038421630859,-0.023027105256915,-0.0124750137329101,-2.152437448501587,-2.1294102668762207,2303,2.493862209459208,12.107949368079062,577662,5.8126540184021,0.2086128741502761,0.767380377203226,2.498887120772852,819200.0,0.0006343433633446,0.0004499417264014,0.0004499417264014,-0.0042016790248453,-0.004201678559184,1.1132460832595823,0.7896289229393005,0.7093031406402588,0.3236172497272491,0.0,0.4974148869514465,0.0182078517973423,0.0,,,-0.0017368793487549383,-0.011510665528476198,0.21557840423714492,,,0.0175735093653202,0.7896288633346558,0.709303081035614,0.4974148869514465,5.960464477539064e-08,7.54843794889617e-08,0.1116794754125294,1.0000001192092896
Qwen3-8B,48,conflict,norm_matched,6,4915200,0.4954407215118408,-0.0157538671046495,-0.01546311378479,-1.8855708837509155,-1.8698166608810425,2303,1.9020968159338996,6.699928240282049,109575,10.178874969482422,0.3653140962123871,0.7635513330996037,1.8932274818609585,819200.0,-0.0019149052677676,-0.0013750116340816,-0.0013750116340816,0.0019258352695032,0.0019258355023339,1.7890509366989136,1.2846407890319824,0.7180571556091309,0.5044100880622864,0.0,0.4934776127338409,0.0743088126182556,0.0,,,0.0,-0.004237427376210698,0.3659545881726982,,,0.0762237310409545,1.2846407890319824,0.7180571556091309,0.4934776127338409,0.0,0.0,0.1177980769207351,1.0
