model,seed,regime,condition,phase,cumulative_target_tokens,alignment_accuracy,alignment_margin_mean,alignment_margin_median,chosen_mean_logp,rejected_mean_logp,alignment_pairs,shift_nll,shift_perplexity,shift_eval_tokens,l2_drift,relative_l2_drift,control_alignment_loss_pre,phase_train_loss,phase_target_tokens_actual,raw_first_order_alignment_change,constructed_first_order_alignment_change,post_first_order_alignment_change,raw_update_alignment_descent_cosine,post_update_alignment_descent_cosine,raw_update_norm,post_update_norm,retained_update_norm_ratio,intervention_norm,coordinate_killed_fraction,positive_coordinate_risk_fraction,positive_coordinate_risk_sum,negative_coordinate_risk_abs_sum,global_projection_activated,counterfactual_cm_update_norm,counterfactual_cm_retained_norm_ratio,counterfactual_cm_killed_fraction,norm_match_abs_error_after_bf16,norm_match_relative_error_after_bf16,norm_match_rounding_bound,norm_match_direction_cosine_raw_vs_post
Qwen3-8B,47,conflict,norm_matched,5,4096000,0.49370384216308594,-0.015870144590735435,-0.011336088180541992,-1.8859533071517944,-1.870083212852478,2303,1.9054749133949707,6.72259952220033,109575,9.489912986755371,0.3406405448913574,0.7615727450698614,1.8949348744978487,819200.0,-2.0458828657865524e-06,-1.4566758181899786e-06,-1.4566467143595219e-06,2.3163199784903554e-06,2.316227892151801e-06,1.8995524644851685,1.3525148630142212,0.7120176553726196,0.5470377206802368,0.0,0.49699273705482483,0.06898520886898041,0.06898725777864456,0.0,1.3525147438049316,0.7120175957679749,0.49699273705482483,1.1920928955078125e-07,8.813899448919751e-08,0.1167426788379089,1.0
Qwen3-8B,47,conflict,norm_matched,6,4915200,0.4945722818374634,-0.0174091886729002,-0.010456562042236328,-1.8887312412261963,-1.8713217973709106,2303,1.9021478336933892,6.700270064329087,109575,10.194761276245117,0.3659410774707794,0.7620121942460537,1.8898380890057889,819200.0,0.0014824329409748316,0.0010409995447844267,0.0010409995447844267,-0.0015059284633025527,-0.0015059285797178745,1.794956088066101,1.260460615158081,0.7022236585617065,0.53449547290802,0.0,0.5022045373916626,0.07567986845970154,0.0741974264383316,0.0,1.260460615158081,0.7022236585617065,0.5022045373916626,0.0,0.0,0.11777938174054725,1.0000001192092896
Qwen3-8B,48,benign,norm_matched,0,0,0.4954407215118408,-0.011516439728438854,-0.011826515197753906,-2.3114511966705322,-2.2999348640441895,2303,2.7094406136963527,15.02087069498837,577662,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,48,benign,norm_matched,1,819200,0.4950065016746521,-0.012412402778863907,-0.012117147445678711,-2.2112081050872803,-2.198795795440674,2303,2.568083324528985,13.040805479993637,577662,2.1408462524414062,0.07683376222848892,0.7715546136349439,2.592726597423607,819200.0,-0.017988931387662888,-0.01378897950053215,-0.01378897950053215,0.055305592715740204,0.055305592715740204,2.792921543121338,2.1408462524414062,0.7665257453918457,0.6520752310752869,0.0,0.4600624144077301,0.040684763342142105,0.05867369472980499,0.0,2.1408462524414062,0.7665257453918457,0.4600624144077301,0.0,0.0,0.10937144807758159,1.0
Qwen3-8B,48,benign,norm_matched,2,1638400,0.49587494134902954,-0.015284949913620949,-0.008923888206481934,-2.1845669746398926,-2.1692821979522705,2303,2.5288576702157792,12.539174080237894,577662,3.4174203872680664,0.12264928966760635,0.762880070656538,2.522644209965947,819200.0,1.2065698683727533e-05,9.065162885235623e-06,9.065144695341587e-06,-6.865286559332162e-05,-6.865284376544878e-05,1.976025104522705,1.4846186637878418,0.751315712928772,0.4914063811302185,0.0,0.4769006371498108,0.02223980240523815,0.022227738052606583,0.0,1.4846186637878418,0.751315712928772,0.4769006371498108,0.0,0.0,0.10995773727699998,0.9999999403953552
Qwen3-8B,48,benign,norm_matched,3,2457600,0.49370384216308594,-0.018402865156531334,-0.010585427284240723,-2.1696054935455322,-2.15120267868042,2303,2.512358676345878,12.333987663250468,577662,4.3203253746032715,0.15505404770374298,0.7639594228565693,2.4961625237570844,819200.0,0.0015463079325854778,0.0011226936476305127,0.0011226936476305127,-0.009504829533398151,-0.009504829533398151,1.6348804235458374,1.1870014667510986,0.7260478734970093,0.4478788673877716,0.0,0.48836323618888855,0.018956081941723824,0.017409775406122208,0.0,1.1870015859603882,0.726047933101654,0.48836323618888855,1.1920928955078125e-07,1.0042892188246783e-07,0.11051064648563624,1.0
Qwen3-8B,48,benign,norm_matched,4,3276800,0.4945722818374634,-0.02063892036676407,-0.010890483856201172,-2.164047956466675,-2.143409252166748,2303,2.5039479489357532,12.230684889840976,577662,4.916059970855713,0.17643462121486664,0.7655085089057684,2.48300504140876,819200.0,0.0013020796468481421,0.0009311274043284357,0.0009311273461207747,-0.008926319889724255,-0.00892632082104683,1.282239317893982,0.9169393181800842,0.715107798576355,0.3652999997138977,0.0,0.49382588267326355,0.018018502742052078,0.016716424375772476,0.0,0.9169393181800842,0.715107798576355,0.49382588267326355,0.0,0.0,0.11094276008225279,1.0000001192092896
Qwen3-8B,48,benign,norm_matched,5,4096000,0.4928354322910309,-0.0219045951962471,-0.009058475494384766,-2.1582047939300537,-2.1363000869750977,2303,2.498311155910052,12.161936991421193,577662,5.389802932739258,0.19343699514865875,0.7666362583637237,2.4894361664916507,819200.0,0.0007305473554879427,0.0005203863838687539,0.0005203863838687539,-0.004974710289388895,-0.004974710755050182,1.157034158706665,0.8241831064224243,0.7123239040374756,0.33285099267959595,0.0,0.495724618434906,0.01811322011053562,0.017382672056555748,0.0,0.8241831660270691,0.7123239636421204,0.495724618434906,5.960464477539063e-08,7.231965809579881e-08,0.11131872850455693,1.0
Qwen3-8B,48,benign,norm_matched,6,4915200,0.49370384216308594,-0.023027105256915092,-0.012475013732910156,-2.152437448501587,-2.1294102668762207,2303,2.493862209459208,12.107949368079062,577662,5.8126540184021,0.20861287415027618,0.767380377203226,2.4988871207728516,819200.0,0.0006343433633446693,0.00044994172640144825,0.00044994172640144825,-0.004201679024845362,-0.004201678559184074,1.1132460832595825,0.7896289229393005,0.7093031406402588,0.32361724972724915,0.0,0.49741488695144653,0.0182078517973423,0.017573509365320206,0.0,0.7896288633346558,0.709303081035614,0.49741488695144653,5.960464477539063e-08,7.54843794889617e-08,0.11167947541252943,1.0000001192092896
Qwen3-8B,48,conflict,norm_matched,0,0,0.4954407215118408,-0.011516439728438854,-0.011826515197753906,-2.3114511966705322,-2.2999348640441895,2303,2.268051404106598,9.660557937933717,109575,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,48,conflict,norm_matched,1,819200,0.49370384216308594,-0.013866255059838295,-0.00928342342376709,-1.9223178625106812,-1.908451795578003,2303,1.9486157371386963,7.018964760429763,109575,4.616559982299805,0.1656857430934906,0.7715546136349439,1.9616593563789502,819200.0,-0.04406306892633438,-0.03888127952814102,-0.03888127952814102,0.0723176896572113,0.07231767475605011,5.231818199157715,4.616559982299805,0.8824006915092468,0.6152581572532654,0.0,0.34856924414634705,0.04818928986787796,0.09225235879421234,0.0,4.616559982299805,0.8824006915092468,0.34856924414634705,0.0,0.0,0.1112585356895579,0.9999999403953552
Qwen3-8B,48,conflict,norm_matched,2,1638400,0.4945722818374634,-0.014810057356953621,-0.007335186004638672,-1.900396466255188,-1.8855865001678467,2303,1.926977575268616,6.868718651775316,109575,6.472324848175049,0.23228809237480164,0.763241356164217,1.926312462616188,819200.0,-0.0035744421184062958,-0.0028462018817663193,-0.0028462018817663193,0.005254673771560192,0.005254675168544054,3.02005934715271,2.404766082763672,0.7962645292282104,0.6152929663658142,0.0,0.45352643728256226,0.05532996356487274,0.058904409408569336,0.0,2.404766321182251,0.7962645888328552,0.45352643728256226,2.384185791015625e-07,9.914417754501369e-08,0.1130192966593313,1.0000001192092896
Qwen3-8B,48,conflict,norm_matched,3,2457600,0.4932696223258972,-0.015008007176220417,-0.008722543716430664,-1.891860842704773,-1.8768527507781982,2303,1.9166964988351658,6.7984626030606465,109575,7.722213268280029,0.2771458923816681,0.7622569667547942,1.9128855046436366,819200.0,-0.002416134811937809,-0.0018089850200340152,-0.0018089850200340152,0.003311519743874669,0.0033115199767053127,2.4490623474121094,1.8336381912231445,0.7487102746963501,0.6154242157936096,0.0,0.4759577810764313,0.058569345623254776,0.06098548322916031,0.0,1.833638072013855,0.7487102746963501,0.4759577810764313,1.1920928955078125e-07,6.501244240628993e-08,0.11444686151298811,1.0000001192092896
Qwen3-8B,48,conflict,norm_matched,4,3276800,0.4915327727794647,-0.01522041019052267,-0.00985407829284668,-1.8874319791793823,-1.8722114562988281,2303,1.9100124315091689,6.753172750138425,109575,8.659736633300781,0.31079307198524475,0.7613701575994491,1.9018340615606575,819200.0,-0.0013288899790495634,-0.0009658656781539321,-0.0009658656781539321,0.0016360065201297402,0.0016360065201297402,2.130302906036377,1.5483497381210327,0.7268214225769043,0.581953227519989,0.0,0.4858621656894684,0.06422083079814911,0.06554973125457764,0.0,1.5483496189117432,0.7268213629722595,0.4858621656894684,1.1920928955078125e-07,7.699119636466048e-08,0.11563580937581719,0.9999999403953552
Qwen3-8B,48,conflict,norm_matched,5,4096000,0.491098552942276,-0.017089365050196648,-0.010210990905761719,-1.8891915082931519,-1.8721022605895996,2303,1.9055250755760895,6.722936750913145,109575,9.465800285339355,0.33972224593162537,0.7615089185535908,1.894719671300554,819200.0,0.0014032803010195494,0.0010073342127725482,0.0010073342127725482,-0.0015542746987193823,-0.0015542745823040605,1.9257235527038574,1.3823662996292114,0.7178425192832947,0.5433573126792908,0.0,0.49325916171073914,0.07152868807315826,0.07012540102005005,0.0,1.3823662996292114,0.7178425192832947,0.49325916171073914,0.0,0.0,0.11675184007253847,1.0
Qwen3-8B,48,conflict,norm_matched,6,4915200,0.4954407215118408,-0.015753867104649544,-0.015463113784790039,-1.8855708837509155,-1.8698166608810425,2303,1.9020968159338993,6.699928240282049,109575,10.178874969482422,0.3653140962123871,0.7635513330996037,1.8932274818609585,819200.0,-0.0019149052677676082,-0.001375011634081602,-0.001375011634081602,0.0019258352695032954,0.001925835502333939,1.7890509366989136,1.2846407890319824,0.7180571556091309,0.5044100880622864,0.0,0.49347761273384094,0.07430881261825562,0.07622373104095459,0.0,1.2846407890319824,0.7180571556091309,0.49347761273384094,0.0,0.0,0.11779807692073518,1.0
