id,model,seed,regime,condition,phase,checkpoint_kind,generated_length_chars,generated_empty,judge_input_at_limit,judge_generated,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie,judge_win_vs_rejected,judge_gap_vs_rejected,judge_gap_to_chosen
test:2202,Qwen3-14B,44,conflict,unconstrained,6,final,5,0.0,0.0,0.018550893291831017,0.018550893291831017,0.023374482989311218,0.0,0.0,0.0,0.0,0.0,-0.004823589697480202,0.0
test:1068,Qwen3-14B,44,conflict,unconstrained,6,final,15,0.0,0.0,0.04248104989528656,0.04208176210522652,0.04248104989528656,0.0,0.0,0.0,0.0,0.0,0.0,0.00039928779006004333
test:913,Qwen3-14B,44,conflict,unconstrained,6,final,27,0.0,0.0,0.008001320995390415,0.016749488189816475,0.016704345121979713,0.0,0.0,1.0,0.0,0.0,-0.008703024126589298,-0.00874816719442606
test:1076,Qwen3-14B,44,conflict,unconstrained,6,final,15,0.0,0.0,0.024396276101469994,0.03724002093076706,0.025824004784226418,0.0,0.0,1.0,0.0,0.0,-0.001427728682756424,-0.012843744829297066
test:563,Qwen3-14B,44,conflict,unconstrained,6,final,23,0.0,0.0,0.01634824648499489,0.016066424548625946,0.02636353112757206,0.0,0.0,0.0,0.0,0.0,-0.010015284642577171,0.00028182193636894226
test:463,Qwen3-14B,44,conflict,unconstrained,6,final,27,0.0,0.0,0.02431839145720005,0.02182602882385254,0.01948607712984085,0.0,0.0,1.0,0.0,1.0,0.0048323143273591995,0.0024923626333475113
test:1684,Qwen3-14B,44,conflict,unconstrained,6,final,29,0.0,0.0,0.013620888814330101,0.036126960068941116,0.03402604162693024,0.0,0.0,1.0,0.0,0.0,-0.020405152812600136,-0.022506071254611015
test:2243,Qwen3-14B,44,conflict,unconstrained,6,final,24,0.0,0.0,0.030934078618884087,0.04976780340075493,0.0423014871776104,0.0,0.0,1.0,0.0,0.0,-0.01136740855872631,-0.018833724781870842
test:1507,Qwen3-14B,44,conflict,unconstrained,6,final,27,0.0,0.0,0.03101760521531105,0.06190505251288414,0.046463336795568466,0.0,0.0,1.0,0.0,0.0,-0.015445731580257416,-0.03088744729757309
test:797,Qwen3-14B,44,conflict,unconstrained,6,final,17,0.0,0.0,0.04420618712902069,0.029906777665019035,0.028807969763875008,0.0,0.0,1.0,0.0,1.0,0.015398217365145683,0.014299409464001656
test:991,Qwen3-14B,44,conflict,unconstrained,6,final,21,0.0,0.0,0.01904568448662758,0.030911728739738464,0.03192680701613426,0.0,0.0,0.0,0.0,0.0,-0.012881122529506683,-0.011866044253110886
test:109,Qwen3-14B,44,conflict,unconstrained,6,final,32,0.0,0.0,0.007003112696111202,0.029563112184405327,0.01732722669839859,0.0,0.0,1.0,0.0,0.0,-0.010324114002287388,-0.022559999488294125
test:1456,Qwen3-14B,44,conflict,unconstrained,6,final,32,0.0,0.0,0.022110506892204285,0.0406775176525116,0.03568048030138016,0.0,0.0,1.0,0.0,0.0,-0.013569973409175873,-0.018567010760307312
test:1171,Qwen3-14B,44,conflict,unconstrained,6,final,29,0.0,0.0,0.03933704271912575,0.02699217014014721,0.032836396247148514,0.0,0.0,0.0,0.0,1.0,0.006500646471977234,0.012344872578978539
