id,model,seed,regime,condition,phase,checkpoint_kind,generated_length_chars,generated_empty,judge_input_at_limit,judge_generated,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie,judge_win_vs_rejected,judge_gap_vs_rejected,judge_gap_to_chosen
test:2202,Qwen3-8B,46,conflict,unconstrained,6,final,5,0.0,0.0,0.018550893291831017,0.018550893291831017,0.023374482989311218,0.0,0.0,0.0,0.0,0.0,-0.004823589697480202,0.0
test:1068,Qwen3-8B,46,conflict,unconstrained,6,final,15,0.0,0.0,0.04248104989528656,0.04208176210522652,0.04248104989528656,0.0,0.0,0.0,0.0,0.0,0.0,0.00039928779006004333
test:913,Qwen3-8B,46,conflict,unconstrained,6,final,24,0.0,0.0,0.01625470444560051,0.016749488189816475,0.016704345121979713,0.0,0.0,1.0,0.0,0.0,-0.0004496406763792038,-0.0004947837442159653
test:1076,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.015455109998583794,0.03724002093076706,0.025824004784226418,0.0,0.0,1.0,0.0,0.0,-0.010368894785642624,-0.021784910932183266
test:563,Qwen3-8B,46,conflict,unconstrained,6,final,22,0.0,0.0,0.026181261986494064,0.016066424548625946,0.02636353112757206,0.0,0.0,0.0,0.0,0.0,-0.0001822691410779953,0.010114837437868118
test:463,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.016670648008584976,0.02182602882385254,0.01948607712984085,0.0,0.0,1.0,0.0,0.0,-0.0028154291212558746,-0.005155380815267563
test:1684,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.028328288346529007,0.036126960068941116,0.03402604162693024,0.0,0.0,1.0,0.0,0.0,-0.00569775328040123,-0.007798671722412109
test:2243,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.043358657509088516,0.04976780340075493,0.0423014871776104,0.0,0.0,1.0,0.0,1.0,0.001057170331478119,-0.006409145891666412
test:1507,Qwen3-8B,46,conflict,unconstrained,6,final,36,0.0,0.0,0.025760212913155556,0.06190505251288414,0.046463336795568466,0.0,0.0,1.0,0.0,0.0,-0.02070312388241291,-0.036144839599728584
test:797,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.019146358594298363,0.029906777665019035,0.028807969763875008,0.0,0.0,1.0,0.0,0.0,-0.009661611169576645,-0.010760419070720673
test:991,Qwen3-8B,46,conflict,unconstrained,6,final,30,0.0,0.0,0.048609502613544464,0.030911728739738464,0.03192680701613426,0.0,0.0,0.0,0.0,1.0,0.016682695597410202,0.017697773873806
test:109,Qwen3-8B,46,conflict,unconstrained,6,final,39,0.0,0.0,0.02009124681353569,0.029563112184405327,0.01732722669839859,0.0,0.0,1.0,0.0,1.0,0.0027640201151371002,-0.009471865370869637
test:1456,Qwen3-8B,46,conflict,unconstrained,6,final,15,0.0,0.0,0.0394301675260067,0.0406775176525116,0.03568048030138016,0.0,0.0,1.0,0.0,1.0,0.003749687224626541,-0.001247350126504898
test:1171,Qwen3-8B,46,conflict,unconstrained,6,final,32,0.0,0.0,0.015747088938951492,0.02699217014014721,0.032836396247148514,0.0,0.0,0.0,0.0,0.0,-0.01708930730819702,-0.011245081201195717
test:1045,Qwen3-8B,46,conflict,unconstrained,6,final,33,0.0,0.0,0.01809520646929741,0.04116295650601387,0.01616520620882511,0.0,0.0,1.0,0.0,1.0,0.0019300002604722977,-0.02306775003671646
test:897,Qwen3-8B,46,conflict,unconstrained,6,final,27,0.0,0.0,0.012022859416902065,0.03125502169132233,0.03049316257238388,0.0,0.0,1.0,0.0,0.0,-0.018470303155481815,-0.01923216227442026
test:427,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.03324897214770317,0.030951503664255142,0.03279354050755501,0.0,0.0,0.0,0.0,1.0,0.00045543164014816284,0.0022974684834480286
test:536,Qwen3-8B,46,conflict,unconstrained,6,final,35,0.0,0.0,0.012887121178209782,0.04030132666230202,0.024125711992383003,0.0,0.0,1.0,0.0,0.0,-0.011238590814173222,-0.027414205484092236
test:1556,Qwen3-8B,46,conflict,unconstrained,6,final,29,0.0,0.0,0.019263196736574173,0.021890928968787193,0.031628306955099106,0.0,0.0,0.0,0.0,0.0,-0.012365110218524933,-0.0026277322322130203
test:1638,Qwen3-8B,46,conflict,unconstrained,6,final,28,0.0,0.0,0.02028304524719715,0.028568774461746216,0.025720244273543358,0.0,0.0,1.0,0.0,0.0,-0.005437199026346207,-0.008285729214549065
test:481,Qwen3-8B,46,conflict,unconstrained,6,final,32,0.0,0.0,0.03469041362404823,0.030039548873901367,0.036054398864507675,0.0,0.0,0.0,0.0,0.0,-0.0013639852404594421,0.004650864750146866
test:640,Qwen3-8B,46,conflict,unconstrained,6,final,38,0.0,0.0,0.011927144601941109,0.03218264877796173,0.02387271448969841,0.0,0.0,1.0,0.0,0.0,-0.011945569887757301,-0.020255504176020622
test:903,Qwen3-8B,46,conflict,unconstrained,6,final,46,0.0,0.0,0.026605891063809395,0.026822740212082863,0.03154570981860161,0.0,0.0,0.0,0.0,0.0,-0.0049398187547922134,-0.00021684914827346802
test:466,Qwen3-8B,46,conflict,unconstrained,6,final,34,0.0,0.0,0.03356575965881348,0.03662761300802231,0.03060600347816944,0.0,0.0,1.0,0.0,1.0,0.0029597561806440353,-0.003061853349208832
test:787,Qwen3-8B,46,conflict,unconstrained,6,final,45,0.0,0.0,0.0026414738968014717,0.03477362170815468,0.022873124107718468,0.0,0.0,1.0,0.0,0.0,-0.020231650210916996,-0.03213214781135321
test:63,Qwen3-8B,46,conflict,unconstrained,6,final,50,0.0,0.0,0.047667495906353,0.047407366335392,0.02268475852906704,0.0,0.0,1.0,0.0,1.0,0.024982737377285957,0.00026012957096099854
test:1639,Qwen3-8B,46,conflict,unconstrained,6,final,46,0.0,0.0,0.0011331875575706363,0.012345847673714161,0.01274794526398182,0.0,0.0,0.0,0.0,0.0,-0.011614757706411183,-0.011212660116143525
test:2265,Qwen3-8B,46,conflict,unconstrained,6,final,23,0.0,0.0,0.015073918737471104,0.018142802640795708,0.02050267904996872,0.0,0.0,0.0,0.0,0.0,-0.005428760312497616,-0.003068883903324604
test:1745,Qwen3-8B,46,conflict,unconstrained,6,final,48,0.0,0.0,0.01927347481250763,0.036397114396095276,0.036690980195999146,0.0,0.0,0.0,0.0,0.0,-0.017417505383491516,-0.017123639583587646
test:9,Qwen3-8B,46,conflict,unconstrained,6,final,47,0.0,0.0,0.08594243973493576,0.08137275278568268,0.06592001020908356,0.0,0.0,1.0,0.0,1.0,0.020022429525852203,0.004569686949253082
test:1279,Qwen3-8B,46,conflict,unconstrained,6,final,17,0.0,0.0,0.02321050688624382,0.03613991662859917,0.03790043666958809,0.0,0.0,0.0,0.0,0.0,-0.014689929783344269,-0.012929409742355347
test:576,Qwen3-8B,46,conflict,unconstrained,6,final,42,0.0,0.0,0.03820323199033737,0.057423077523708344,0.04822539538145065,0.0,0.0,1.0,0.0,0.0,-0.010022163391113281,-0.01921984553337097
test:2207,Qwen3-8B,46,conflict,unconstrained,6,final,43,0.0,0.0,0.02016822062432766,0.04054011404514313,0.038929570466279984,0.0,0.0,1.0,0.0,0.0,-0.018761349841952324,-0.020371893420815468
